SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Clinic,Franciscan Medical Clinic - Lakewood,Lakewood,98499,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Hudson'S Bay Medical Group,Vancouver,98663,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.6,0.45,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Kent Clinic,Kent,98030,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,1.44,0.63,2.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Vancouver Clinic - 87th Avenue,Vancouver,98664,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Lynnwood Medical Center,Lynnwood,98036,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,49.76,42.57,56.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,"Providence Health & Services  - Internal Medicine, Mcclellan",Spokane,99204,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.77,0.74,0.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Swedish Health Services - Seattle - West Seattle Primary Care,Seattle,98116,COMMERCIAL,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.33,0.18,0.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Woodinville Clinic,Woodinville,98072,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.89,0.78,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Rainier Beach,Seattle,98118,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.58,0.39,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Providence Medical Group Southwest Washington,Olympia,98506,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,7.82,3.41,12.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kadlec - Pasco Primary Care,Pasco,99301,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.75,0.6,0.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Anacortes Family Medicine,Anacortes,98221,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.61,0.43,0.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Peacehealth Medical Group Sw. - Vancouver - 87th Avenue,Vancouver,98664,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,6.13,3.68,8.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kadlec - West Richland Primary Care,West Richland,99353,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.69,0.65,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Fairwood Clinic,Renton,98058,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.87,0.8,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Moses Lake Community Health Center,Moses Lake,98837,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.75,0.67,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pacific Medical Centers - Canyon Park,Bothell,98021,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Franciscan Medical Clinic - St. Joseph, J Street",Tacoma,98405,COMMERCIAL,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.51,0.37,0.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Omp Primary Care Clinic - 8th & Vine,Port Angeles,98362,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.6,0.54,0.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,North Cascade Family Physicians,Mount Vernon,98274,COMMERCIAL,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.91,0.81,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Skagit Regional Clinics - Stanwood,Stanwood,98292,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Hall Health Center,Seattle,98195,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.91,0.8,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Northgate Clinic,Seattle,98125,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.84,0.74,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Covington Clinic Family Practice,Covington,98042,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.73,0.62,0.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Evergreenhealth Primary Care - Redmond,Redmond,98052,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,57.07,48.85,65.29,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Eastgate Public Health Center,Bellevue,98007,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.46,0.3,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Care - Hilltop Family Medical Center,Tacoma,98405,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.9,0.84,0.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare West Tacoma Family Medicine,Tacoma,98406,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.53,0.48,0.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Peacehealth Medical Group Sw. - Vancouver - 87th Avenue,Vancouver,98664,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Kadlec - Pasco Primary Care,Pasco,99301,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.53,0.38,0.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Redmond Medical Center,Redmond,98052,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.84,0.79,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Tacoma Medical Center,Tacoma,98405,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Samaritan Clinic - Moses Lake,Moses Lake,98837,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.56,0.4,0.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Renton,Renton,98057,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Multicare Tacoma Central Internal Medicine,Tacoma,98405,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.67,0.48,0.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Polyclinic - Northgate Plaza,Seattle,98115,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Veradale Medical Center,Spokane Valley,99216,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.94,0.84,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pioneer Family Practice - Lacey,Lacey,98503,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.74,0.7,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Jefferson Healthcare Primary Care,Port Townsend,98368,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Bellevue Medical Center,Bellevue,98004,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.93,0.83,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Port Orchard Medical Center,Port Orchard,98366,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.61,0.54,0.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Overlake Internal Medicine Associates - Bellevue,Bellevue,98004,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Providence Health & Services - North East Washington Medical Group, Colville",Colville,99114,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.51,0.37,0.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Ridgefield Family Medicine - Ridgefield,Ridgefield,98642,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.69,0.6,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Bellevue Family Medicine,Bellevue,98004,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.8,0.7,0.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Factoria Clinic,Bellevue,98006,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.77,0.72,0.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Ravenna Clinic,Seattle,98105,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Olympia Family And Internal Medicine,Olympia,98502,MEDICAID,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.56,0.44,0.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Greenlake Primary Care,Seattle,98115,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0.41,0.18,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Mary Bridge Pediatrics - Union Avenue,Tacoma,98405,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Peacehealth Medical Group - Bellingham Clinic,Bellingham,98225,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Yakima Valley Farm Workers Clinic , Toppenish Medical-Dental Clinic",Toppenish,98948,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Lake Sawyer Clinic,Maple Valley,98038,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.53,0.37,0.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Newcastle Clinic,Newcastle,98056,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.68,0.6,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Providence Health & Services - Marysville Clinic,Marysville,98271,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,81.16,75.86,86.46,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Queen Anne Primary Care,Seattle,98109,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.73,0.58,0.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Apple Valley Family Medicine,Yakima,98902,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.78,0.72,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Vancouver Clinic - Salmon Creek,Vancouver,98686,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.46,0.37,0.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Battle Ground Medical Office,Battle Ground,98604,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.64,0.51,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Longview Medical Clinic,Longview,98632,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.62,0.57,0.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,The Doctors Clinic - Port Orchard,Port Orchard,98366,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.52,0.3,0.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kadlec - Pasco Primary Care,Pasco,99301,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.86,0.74,0.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kadlec - Kennewick Primary Care,Kennewick,99337,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.61,0.56,0.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - St Peter Family Medicine,Olympia,98506,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.68,0.54,0.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Western Washington Medical Group - Snohomish Family Medicine,Snohomish,98290,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.66,0.51,0.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Hawks Prairie Family Medicine,Lacey,98516,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.62,0.54,0.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Auburn Internal Medicine,Auburn,98001,MEDICAID,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.69,0.52,0.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kvh Internal Medicine,Ellensburg,98926,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.72,0.6,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Kent Clinic,Kent,98030,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.58,0.47,0.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Multicare Auburn Clinic Family Practice,Auburn,98002,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.66,0.59,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Familycare Of Kent,Kent,98031,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,69.95,63.16,76.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Issaqua Clinic,Issaquah,98027,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.73,0.69,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Confluence Health - East Wenatchee Clinic,East Wenatchee,98802,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.87,0.82,0.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Senior Care & Internal Medicine,Renton,98055,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.78,0.74,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Swedish Health Services - Seattle - Downtown Seattle Primary Care,Seattle,98104,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.62,0.52,0.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Trios Care Center At Chavallo Complex,Kennewick,99336,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,228.16,220.63,235.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,The Everett Clinic - Harbour Pointe Pediatrics,Mukilteo,98275,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services  - West Olympia Family Medicine,Olympia,98502,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Omak Medical Clinic And Pharmacy,Omak,98841,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.54,0.37,0.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Rose Urgent Care And Family Practice - Vancouver,Vancouver,98661,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Swedish Health Services - Seattle - Central Seattle Primary Care,Seattle,98122,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.52,0.36,0.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Greenlake Primary Care,Seattle,98115,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.76,0.71,0.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,North Seattle Pediatrics,Seattle,98133,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.66,0.59,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Bogachiel Clinic - Forks,Forks,98331,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Columbia Medical Associates - Family Health Center,Spokane,99201,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.61,0.51,0.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Lidgerwood Medical Center,Spokane,99208,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.97,0.89,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Skagit Regional Clinics - Stanwood,Stanwood,98292,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.69,0.52,0.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Covington Clinic Family Practice,Covington,98042,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.89,0.81,0.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Lake City,Seattle,98125,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.64,0.52,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - West Seattle,Seattle,98126,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.52,0.44,0.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Yelm Family Medicine,Yelm,98597,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.65,0.59,0.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Franciscan Medical Clinic - University Place,University Place,98466,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.4,0.29,0.52,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Pediatrics - Meadow Creek,Issaquah,98027,COMMERCIAL,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.81,0.7,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Confluence Health - East Wenatchee Clinic,East Wenatchee,98802,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.56,0.47,0.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Rockwood Main Clinic,Spokane,99202,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.88,0.84,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Columbia Basin Health Association - Othello Family Clinic,Othello,99344,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.51,0.39,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Doctors Clinic - Ridgetop West-Silverdale,Silverdale,98383,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,"Providence Health & Services - Family Medicine, Mill Creek Campus",Everett,98208,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.57,0.44,0.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Woodinville Clinic,Woodinville,98072,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.46,0.34,0.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Association Of Spokane - Perry Street Clinic,Spokane,99202,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.69,0.63,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Virginia Mason Hospital & Seattle Medical Center,Seattle,98101,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.97,0.89,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Center For Comprehensive Care,Seattle,98104,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.86,0.83,0.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Multicare Auburn Internal Medicine,Auburn,98001,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
